sentence_translation,paraphrase_translation,norm_sentence_translation,norm_paraphrase_translation,labse_similarity,laser_similarity,jaccard_similarity,length_ratio,meteor_score,raw_meteor_score,lemma_meteor_score,meteor_difference,ensemble_score,is_paraphrase,length_s1,length_s2,string_similarity,is_identical
"Zakonodajno telo se danes vrača na posebno sejo in pričakujejo, da bodo sprejeli kompromisni zakon, namenjen znižanju zdravstvenih zavarovalnih premij zdravnikov.","Floridski zakonodajalci se danes vračajo na posebno sejo, na kateri naj bi sprejeli kompromisni zakon, namenjen znižanju zdravstvenih zavarovalnih premij zdravnikov.","zakonodajno telo se danes vrača na posebno sejo in pričakujejo, da bodo sprejeli kompromisni zakon, namenjen znižanju zdravstvenih zavarovalnih premij zdravnikov.","floridski zakonodajalci se danes vračajo na posebno sejo, na kateri naj bi sprejeli kompromisni zakon, namenjen znižanju zdravstvenih zavarovalnih premij zdravnikov.",0.8795473575592041,0.9138590097427368,0.4642857142857143,1.0,0.6100309946463792,0.6100309946463792,0.6100309946463792,0.0,0.8334083168397122,True,21,21,0.7757575757575758,False
"Nedavna anketa je pokazala, da ima Edwards ozko vodstvo v Južni Karolini, kjer načrtuje zborovanje še istega torka.","Nedavna anketa je pokazala, da je Edwards v virtualnem štiristranskem izenačenju na vrhu v Južni Karolini, kjer načrtuje zborovanje še istega torka.","nedavna anketa je pokazala, da ima edwards ozko vodstvo v južni karolini, kjer načrtuje zborovanje še istega torka.","nedavna anketa je pokazala, da je edwards v virtualnem štiristranskem izenačenju na vrhu v južni karolini, kjer načrtuje zborovanje še istega torka.",0.8884616494178772,0.8827669024467468,0.6521739130434783,0.8181818181818182,0.8001207729468598,0.8001207729468598,0.8001207729468598,0.0,0.8472623809183908,True,18,22,0.6959459459459459,False
G.,G.,g.,g.,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.9500000000000002,True,1,1,1.0,True
"Delež je v petek zaprl pri 5,91 dolarja, kar je 1,24 dolarja manj ali 17 odstotkov manj na borzi Nasdaq Stock Market.","Delnice podjetja Brocade so zaključile pri 5,91 dolarja, kar je 1,24 dolarja manj ali 17,3 odstotka manj.","delež je v petek zaprl pri 5,91 dolarja, kar je 1,24 dolarja manj ali 17 odstotkov manj na borzi nasdaq stock market.","delnice podjetja brocade so zaključile pri 5,91 dolarja, kar je 1,24 dolarja manj ali 17,3 odstotka manj.",0.8007572293281555,0.6495518684387207,0.32142857142857145,0.7727272727272727,0.4108527131782945,0.4108527131782945,0.4108527131782945,0.0,0.6656693079962924,False,22,17,0.49572649572649574,False
"Verniki so dejali, da je bila Shelia Chaney Wilson vznemirjena, ko je prišla pomagat pri pripravah na 104.","Člani cerkve Turner Monumental AME so dejali, da je bila Shelia Chaney Wilson, 43, vznemirjena, ko je prišla v cerkev v soseski Kirkwood na vzhodnem delu mesta.","verniki so dejali, da je bila shelia chaney wilson vznemirjena, ko je prišla pomagat pri pripravah na 104.","člani cerkve turner monumental ame so dejali, da je bila shelia chaney wilson, 43, vznemirjena, ko je prišla v cerkev v soseski kirkwood na vzhodnem delu mesta.",0.7453606724739075,0.7707048654556274,0.3548387096774194,0.6666666666666666,0.6299603174603176,0.6299603174603176,0.6299603174603176,0.0,0.6945022980066917,False,18,27,0.525,False
"SCO nam ni pokazal nobenih dokazov, da smo na kakršen koli način kršili naše sporazume, je povedal tiskovni predstavnik IBM-a Trink Guarino za internetnews.com.","SCO nam ni pokazal nobenih dokazov, da smo kršili naše sporazume, je dejala tiskovna predstavnica Trink Guarino.","sco nam ni pokazal nobenih dokazov, da smo na kakršen koli način kršili naše sporazume, je povedal tiskovni predstavnik ibm-a trink guarino za internetnews.com.","sco nam ni pokazal nobenih dokazov, da smo kršili naše sporazume, je dejala tiskovna predstavnica trink guarino.",0.8823096752166748,0.9507379531860352,0.4642857142857143,0.7083333333333334,0.5545115168753332,0.5545115168753332,0.5545115168753332,0.0,0.8108583124919186,True,24,17,0.6625,False
"Leta marca je nekdanji namestnik glavnega svetovalca Rowlanda priznal, da je sprejel zlato in gotovino v zameno za usmerjanje državnih pogodb.",Lawrence E.,"leta marca je nekdanji namestnik glavnega svetovalca rowlanda priznal, da je sprejel zlato in gotovino v zameno za usmerjanje državnih pogodb.",lawrence e.,0.20633982121944427,0.18216454982757568,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.14670910295985998,False,21,2,0.07042253521126762,False
"Absurdno je, je dejal trener Funny Cidea Barclay Tagg.","Medtem je trener Funny Cidea, Barclay Tagg, označil obtožbe za ""absurdne.""","absurdno je, je dejal trener funny cidea barclay tagg.","medtem je trener funny cidea, barclay tagg, označil obtožbe za ""absurdne.""",0.8169424533843994,0.8807241916656494,0.25,0.8181818181818182,0.34307065217391297,0.34307065217391297,0.34307065217391297,0.0,0.732119485889028,False,9,11,0.3513513513513513,False
"Zgodaj v sredo je referenčna 10-letna obveznica ZDA izgubila 16/32 v ceni, kar je dvignilo donos na 3,33 odstotka z 3,26 odstotka v torek zvečer.","United še naprej uresničuje pomembne znižanje stroškov in zdaj to prizadevanje povezuje s pomembnim izboljšanjem prihodkov na enoto, je dejal glavni finančni direktor Jake Brace v izjavi.","zgodaj v sredo je referenčna 10-letna obveznica zda izgubila 16/32 v ceni, kar je dvignilo donos na 3,33 odstotka z 3,26 odstotka v torek zvečer.","united še naprej uresničuje pomembne znižanje stroškov in zdaj to prizadevanje povezuje s pomembnim izboljšanjem prihodkov na enoto, je dejal glavni finančni direktor jake brace v izjavi.",0.25294920802116394,0.17319898307323456,0.06666666666666667,0.9259259259259259,0.05952380952380953,0.05952380952380953,0.05952380952380953,0.0,0.25835101834207624,False,25,27,0.2406417112299465,False
"United še naprej uresničuje pomembne znižanje stroškov in zdaj to prizadevanje povezuje s pomembnim izboljšanjem prihodkov na enoto, je dejal.","Obisk ministra Sauda al-Faisala je bil razkrit v ponedeljek s strani dveh uradnikov administracije, ki sta ga omenila pod pogojem, da jih ne imenujejo po imenu.","united še naprej uresničuje pomembne znižanje stroškov in zdaj to prizadevanje povezuje s pomembnim izboljšanjem prihodkov na enoto, je dejal.","obisk ministra sauda al-faisala je bil razkrit v ponedeljek s strani dveh uradnikov administracije, ki sta ga omenila pod pogojem, da jih ne imenujejo po imenu.",0.14564597606658936,0.014370265416800976,0.045454545454545456,0.7692307692307693,0.048543689320388356,0.048543689320388356,0.048543689320388356,0.0,0.14889237045224638,False,20,26,0.22499999999999998,False
SAN Architect in AutoAdvice se lahko uporabljata samostojno ali kot razširitvi družine aplikacij za upravljanje shranjevanja ControlCenter.,SAN Architect in AutoAdvice se lahko uporabljata kot samostojni aplikaciji ali kot razširitev aplikacij EMC-jevega ControlCenterja.,san architect in autoadvice se lahko uporabljata samostojno ali kot razširitvi družine aplikacij za upravljanje shranjevanja controlcenter.,san architect in autoadvice se lahko uporabljata kot samostojni aplikaciji ali kot razširitev aplikacij emc-jevega controlcenterja.,0.9014830589294434,0.9168354272842407,0.45454545454545453,0.9411764705882353,0.5837278106508876,0.5837278106508876,0.5837278106508876,0.0,0.8335888253355075,True,17,16,0.6402877697841727,False
"Skupine inšpektorjev so vstopile v omejeno območje v enem parku, ne da bi jih kdo ustavil; drugi so fotografirali občutljiva območja, ne da bi jih kdo izzval.","Skupine inšpektorjev so vstopile v omejeno območje v enem parku, ne da bi jih zaposleni ustavili; drugi so fotografirali varnostno občutljiva območja, ne da bi jih kdo izzval.","skupine inšpektorjev so vstopile v omejeno območje v enem parku, ne da bi jih kdo ustavil; drugi so fotografirali občutljiva območja, ne da bi jih kdo izzval.","skupine inšpektorjev so vstopile v omejeno območje v enem parku, ne da bi jih zaposleni ustavili; drugi so fotografirali varnostno občutljiva območja, ne da bi jih kdo izzval.",0.9717260003089905,0.9686870574951172,0.8260869565217391,0.9642857142857143,0.9217121771217713,0.9217121771217713,0.9217121771217713,0.0,0.9505050021650541,True,27,28,0.8914285714285715,False
"Ko so našli Biggsovo telo, organi niso imeli nobenih sledi, dokler štiri mesece kasneje ni nekdo na zabavi povedal, da je Mallard govoril o dogodku.","Organi niso imeli nobenih sledi v Biggsovi smrti, dokler štiri mesece kasneje ni nekdo na zabavi povedal, da je Mallard govoril o dogodku.","ko so našli biggsovo telo, organi niso imeli nobenih sledi, dokler štiri mesece kasneje ni nekdo na zabavi povedal, da je mallard govoril o dogodku.","organi niso imeli nobenih sledi v biggsovi smrti, dokler štiri mesece kasneje ni nekdo na zabavi povedal, da je mallard govoril o dogodku.",0.9419242739677429,0.9619724750518799,0.6551724137931034,0.92,0.7656822446608882,0.7656822446608882,0.7656822446608882,0.0,0.8994469179480604,True,25,23,0.722972972972973,False
"Očitajo mu oviranje pravice, vplivanje na priče in uničevanje dokazov.","Quattrone, 47 let, je obtožen oviranja pravice in vplivanja na priče.","očitajo mu oviranje pravice, vplivanje na priče in uničevanje dokazov.","quattrone, 47 let, je obtožen oviranja pravice in vplivanja na priče.",0.6531022787094116,0.6365561485290527,0.10526315789473684,0.9090909090909091,0.09900990099009903,0.09900990099009903,0.09900990099009903,0.0,0.5635441528400551,False,10,11,0.3285714285714286,False
G.,"Sir John je svojim uradnikom tudi povedal, da informacije britanske obveščevalne službe kažejo, da je v Veliki Britaniji več agentov al-Kaide, kot se je prej mislilo.",g.,"sir john je svojim uradnikom tudi povedal, da informacije britanske obveščevalne službe kažejo, da je v veliki britaniji več agentov al-kaide, kot se je prej mislilo.",0.13975931704044342,0.09354319423437119,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.08781283893264258,False,1,26,0.012048192771084376,False
"Med žrtvami so bili sedem Libanoncev, štirje Egipčani, en Saudovec in en Sudanec, je dejal uradnik ministrstva.","Državna televizija je sporočila, da med mrtvimi so bili sedem Libanoncev, štirje Egipčani, en Saudovec, en Sudanec in štirje, katerih državljanstvo ni bilo navedeno.","med žrtvami so bili sedem libanoncev, štirje egipčani, en saudovec in en sudanec, je dejal uradnik ministrstva.","državna televizija je sporočila, da med mrtvimi so bili sedem libanoncev, štirje egipčani, en saudovec, en sudanec in štirje, katerih državljanstvo ni bilo navedeno.",0.8598523139953613,0.8909774422645569,0.3448275862068966,0.7083333333333334,0.5922865013774106,0.5922865013774106,0.5922865013774106,0.0,0.7757789003692757,True,17,24,0.5272727272727273,False
"Dejal je, da se nekatera vprašanja _ kot je razdelitev _ resnično lahko rešijo šele takrat, ko se konferenca razširi.","Dejal je, da se nekatera vprašanja - vključno z razdelitvijo divizij - bodo rešila, če se konferenca razširi.","dejal je, da se nekatera vprašanja _ kot je razdelitev _ resnično lahko rešijo šele takrat, ko se konferenca razširi.","dejal je, da se nekatera vprašanja - vključno z razdelitvijo divizij - bodo rešila, če se konferenca razširi.",0.8553621172904968,0.8887803554534912,0.3076923076923077,0.9,0.45205137797730394,0.45205137797730394,0.45205137797730394,0.0,0.7747533221192074,True,20,18,0.6581196581196581,False
"Toda v prvih 30 sekundah po vstopu Younga v ring je družina vedela, da je bila tekma neenakomerna, je dejal Meyers.","Toda v prvih 30 sekundah borbe so družinski člani vedeli, da je bila tekma neenakomerna, je dejala Jodie Meyers, sestra Stacy Young.","toda v prvih 30 sekundah po vstopu younga v ring je družina vedela, da je bila tekma neenakomerna, je dejal meyers.","toda v prvih 30 sekundah borbe so družinski člani vedeli, da je bila tekma neenakomerna, je dejala jodie meyers, sestra stacy young.",0.8874236941337585,0.8260145783424377,0.3448275862068966,0.9545454545454546,0.5087932317574714,0.5087932317574714,0.5087932317574714,0.0,0.7835904784072171,True,21,22,0.5833333333333333,False
"Ta izpad električne energije je bil v veliki meri preprečljiv, je dejal Spencer Abraham, ameriški minister za energijo.","Ta izpad električne energije je bil v veliki meri preprečljiv, je dejal minister za energijo Spencer Abraham na novinarski konferenci danes popoldne.","ta izpad električne energije je bil v veliki meri preprečljiv, je dejal spencer abraham, ameriški minister za energijo.","ta izpad električne energije je bil v veliki meri preprečljiv, je dejal minister za energijo spencer abraham na novinarski konferenci danes popoldne.",0.9014748930931091,0.9408365488052368,0.5833333333333334,0.8181818181818182,0.8119565217391302,0.8119565217391302,0.8119565217391302,0.0,0.8641880892042431,True,18,22,0.6577181208053691,False
Zadnja žrtev 17.,Zadnja žrtev 17.,zadnja žrtev 17.,zadnja žrtev 17.,1.0000001192092896,0.9999999403953552,1.0,1.0,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.0,0.9981481779504707,True,3,3,1.0,True
"Skoraj ves dobiček Forda v drugem četrtletju je prišel od Ford Credita, ki je zaslužil čisti dobiček 401 milijonov dolarjev, kar je 21,5 odstotka več.","Skoraj ves dobiček Forda v drugem četrtletju je prišel od njegovega finančnega oddelka Ford Credit, ki je zaslužil 401 milijon dolarjev, kar je 21,5 odstotka več kot leto prej.","skoraj ves dobiček forda v drugem četrtletju je prišel od ford credita, ki je zaslužil čisti dobiček 401 milijonov dolarjev, kar je 21,5 odstotka več.","skoraj ves dobiček forda v drugem četrtletju je prišel od njegovega finančnega oddelka ford credit, ki je zaslužil 401 milijon dolarjev, kar je 21,5 odstotka več kot leto prej.",0.9558047652244568,0.9853687882423401,0.5806451612903226,0.8620689655172413,0.7705216535433073,0.7705216535433073,0.7705216535433073,0.0,0.8992561205975722,True,25,29,0.6590909090909092,False
"Tožba bo vložena proti državnemu sekretarju Kevinu Shelleyju in volilnim uradnikom v okrožjih Los Angeles, Orange in San Diego.","Tožba imenuje Shelleyja, demokrata, in registracije v Los Angelesu, Orangsu in San Diegu.","tožba bo vložena proti državnemu sekretarju kevinu shelleyju in volilnim uradnikom v okrožjih los angeles, orange in san diego.","tožba imenuje shelleyja, demokrata, in registracije v los angelesu, orangsu in san diegu.",0.7405140995979309,0.7091122269630432,0.2,0.6842105263157895,0.2317330917874396,0.2317330917874396,0.2317330917874396,0.0,0.6205336697384083,False,19,13,0.4330708661417323,False
"Marissa Jaret Winokur, kot Tracy, je prejela nagrado za najboljšo igralko v muzikalu.","Novinka Marissa Jaret Winokur v ""Lakiranih laseh"" je premagala veteranko Broadwaya Bernadette Peters v ""Gypsy"" za najboljšo igralko v muzikalu.","marissa jaret winokur, kot tracy, je prejela nagrado za najboljšo igralko v muzikalu.","novinka marissa jaret winokur v ""lakiranih laseh"" je premagala veteranko broadwaya bernadette peters v ""gypsy"" za najboljšo igralko v muzikalu.",0.6649945378303528,0.6885407567024231,0.34782608695652173,0.65,0.568544708029197,0.568544708029197,0.568544708029197,0.0,0.62919712164144,False,13,20,0.5034965034965035,False
"Agencija je obtožila delavca podjetja WD Energy, da je razpravljal o lažnem poročanju s trgovci pri dveh drugih energetskih podjetjih.","Agencija je ugotovila, da je zaposleni pri WD Energy razpravljal o lažnem poročanju s trgovci pri dveh drugih energetskih podjetjih, ki jih CFTC ni identificiral.","agencija je obtožila delavca podjetja wd energy, da je razpravljal o lažnem poročanju s trgovci pri dveh drugih energetskih podjetjih.","agencija je ugotovila, da je zaposleni pri wd energy razpravljal o lažnem poročanju s trgovci pri dveh drugih energetskih podjetjih, ki jih cftc ni identificiral.",0.8599264621734619,0.9039766788482666,0.5,0.8,0.7247696476964769,0.7247696476964769,0.7247696476964769,0.0,0.8176405532935127,True,20,25,0.6481481481481481,False
"Ta zavržena dejanja so bila storjena s strani morilcev, katerih edina vera je sovraštvo, je dejal Bush, dodal pa je, da bodo Združene države Amerike našle morilce.","Ta zavržena dejanja so bila storjena s strani morilcev, katerih edina vera je sovraštvo, in Združene države Amerike bodo našle morilce ter spoznali bodo pomen ameriškega pravosodja.","ta zavržena dejanja so bila storjena s strani morilcev, katerih edina vera je sovraštvo, je dejal bush, dodal pa je, da bodo združene države amerike našle morilce.","ta zavržena dejanja so bila storjena s strani morilcev, katerih edina vera je sovraštvo, in združene države amerike bodo našle morilce ter spoznali bodo pomen ameriškega pravosodja.",0.7957844734191895,0.9106510281562805,0.5757575757575758,1.0,0.6926233712937314,0.6926233712937314,0.6926233712937314,0.0,0.8183471925196908,True,27,27,0.6353591160220995,False
"Druga bomba, očitno prinesena s strani druge ženske, ni eksplodirala; oblasti so kasneje detonirale eksplozive.","Druga bomba, očitno prinesena s strani druge ženske, ni eksplodirala; oblasti so našle eksplozive in jih kasneje detonirale.","druga bomba, očitno prinesena s strani druge ženske, ni eksplodirala; oblasti so kasneje detonirale eksplozive.","druga bomba, očitno prinesena s strani druge ženske, ni eksplodirala; oblasti so našle eksplozive in jih kasneje detonirale.",0.9751920700073242,0.9915745854377747,0.65,0.8333333333333334,0.8481262327416172,0.8481262327416172,0.8481262327416172,0.0,0.9206951602417573,True,15,18,0.7580645161290323,False
"Umetnik je razjezil prebivalce New Yorka s slikanjem znaka ""POZOR Nizko leteči letali"" na stavbi blizu Ground Zero.","Med preiskavo je Bryant sodeloval z preiskovalci in še naprej sodeluje z oblastmi, je dejal šerif.","umetnik je razjezil prebivalce new yorka s slikanjem znaka ""pozor nizko leteči letali"" na stavbi blizu ground zero.","med preiskavo je bryant sodeloval z preiskovalci in še naprej sodeluje z oblastmi, je dejal šerif.",0.2622469961643219,-0.01108393445611,0.03225806451612903,0.8888888888888888,0.028089887640449434,0.028089887640449434,0.028089887640449434,0.0,0.19649730223344253,False,18,16,0.23478260869565215,False
"Bryant je bil ""intervjuvan in je sodeloval,"" je dejala Kim Andree, tiskovna predstavnica šerifovega urada.",Starejši bi morali nato plačati 50 odstotkov svojih stroškov zdravil do 3.450 dolarjev.,"bryant je bil ""intervjuvan in je sodeloval,"" je dejala kim andree, tiskovna predstavnica šerifovega urada.",starejši bi morali nato plačati 50 odstotkov svojih stroškov zdravil do 3.450 dolarjev.,0.27665215730667114,-0.03513998165726662,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.18678553509215517,False,15,13,0.24528301886792447,False
"Letalska družba ima možnost nakupa dodatnih 380 letal, enakomerno razdeljenih med oba proizvajalca.","Škofija je leta 2001 dosegla poravnavo, ki vključuje pet duhovnikov in 26 tožnikov, za neznano vsoto.","letalska družba ima možnost nakupa dodatnih 380 letal, enakomerno razdeljenih med oba proizvajalca.","škofija je leta 2001 dosegla poravnavo, ki vključuje pet duhovnikov in 26 tožnikov, za neznano vsoto.",0.2584548890590668,0.053823985159397125,0.0,0.8125,0.0,0.0,0.0,0.0,0.2007791511714459,False,13,16,0.16831683168316836,False
"Leta 2001 je škofija dosegla poravnavo v višini 15 milijonov dolarjev, ki vključuje pet duhovnikov in 26 tožnikov.","Ameriška vlada in zasebni tehnološki strokovnjaki so opozorili, da načrtujejo hekerji napade na tisoče spletnih strani v nedeljo v ohlapno usklajenem ""tekmovanju"", ki bi lahko motilo promet na internetu.","leta 2001 je škofija dosegla poravnavo v višini 15 milijonov dolarjev, ki vključuje pet duhovnikov in 26 tožnikov.","ameriška vlada in zasebni tehnološki strokovnjaki so opozorili, da načrtujejo hekerji napade na tisoče spletnih strani v nedeljo v ohlapno usklajenem ""tekmovanju"", ki bi lahko motilo promet na internetu.",0.3192111551761627,0.06857338547706604,0.07142857142857142,0.6206896551724138,0.07853403141361257,0.07853403141361257,0.07853403141361257,0.0,0.2253217035150447,False,18,29,0.24137931034482762,False
"Ameriška vlada in zasebni tehnološki strokovnjaki so opozorili, da načrtujejo hekerji napade na tisoče spletnih strani v nedeljo v ohlapno usklajenem ""tekmovanju"", ki bi lahko motilo promet na internetu.","Ampak gospod Kenny je dejal, da bi bil njegov nasvet Davidu Hicksu - če bi se kdaj srečala ali pogovorila - morda, da sprejme dogovor.","ameriška vlada in zasebni tehnološki strokovnjaki so opozorili, da načrtujejo hekerji napade na tisoče spletnih strani v nedeljo v ohlapno usklajenem ""tekmovanju"", ki bi lahko motilo promet na internetu.","ampak gospod kenny je dejal, da bi bil njegov nasvet davidu hicksu - če bi se kdaj srečala ali pogovorila - morda, da sprejme dogovor.",0.3940527141094208,0.07206760346889496,0.0425531914893617,0.8620689655172413,0.03496503496503497,0.03496503496503497,0.03496503496503497,0.0,0.2732000858816006,False,29,25,0.2512315270935961,False
"Ampak gospod Kenny je dejal, da bi bil njegov nasvet Davidu Hicksu, če bi se smela srečati, morda, da sprejme dogovor.","Gospod Kenny in ameriški odvetnik družine Hicks, Michael Ratner, se trudita pridobiti dostop do gospoda Hicksa, preden se sooči z načrtovanim vojaškim tribunalom.","ampak gospod kenny je dejal, da bi bil njegov nasvet davidu hicksu, če bi se smela srečati, morda, da sprejme dogovor.","gospod kenny in ameriški odvetnik družine hicks, michael ratner, se trudita pridobiti dostop do gospoda hicksa, preden se sooči z načrtovanim vojaškim tribunalom.",0.5570474863052368,0.5327656865119934,0.07894736842105263,0.9130434782608695,0.12054507337526205,0.12054507337526205,0.12054507337526205,0.0,0.4939022924814113,False,21,23,0.28395061728395066,False
"Gospod Kenny in družinski ameriški odvetnik, Michael Ratner, želita dostop do Hicksa, preden se sooči z vojaškim tribunalom.","Dve obliki predstavljata približno 30 odstotkov približno 7 milijonov vlog za priseljevanje, ki jih letno prejmejo uradniki za priseljevanje.","gospod kenny in družinski ameriški odvetnik, michael ratner, želita dostop do hicksa, preden se sooči z vojaškim tribunalom.","dve obliki predstavljata približno 30 odstotkov približno 7 milijonov vlog za priseljevanje, ki jih letno prejmejo uradniki za priseljevanje.",0.21895460784435272,0.12420284003019333,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.21957953725206228,False,18,19,0.2056737588652482,False
"Dve obliki predstavljata 30 odstotkov 7 milijonov vlog, ki jih urad prejme vsako leto.","Tudi sindikati so marca izvedli petdnevni stavki, ki so prisilili vse razen ene jedilnice na Yaleu, da so zaprte.","dve obliki predstavljata 30 odstotkov 7 milijonov vlog, ki jih urad prejme vsako leto.","tudi sindikati so marca izvedli petdnevni stavki, ki so prisilili vse razen ene jedilnice na yaleu, da so zaprte.",0.27062779664993286,0.05698632448911667,0.03333333333333333,0.7368421052631579,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.20581283572842626,False,14,19,0.24778761061946908,False
Tudi sindikati so marca izvedli petdnevni stavki; stavke so bile pred osmimi od zadnjih desetih pogodb.,Govorec FBI Steve Lazarus ni takoj vrnil klica v petek za komentar.,tudi sindikati so marca izvedli petdnevni stavki; stavke so bile pred osmimi od zadnjih desetih pogodb.,govorec fbi steve lazarus ni takoj vrnil klica v petek za komentar.,0.3001544773578644,0.14478960633277893,0.0,0.75,0.0,0.0,0.0,0.0,0.23849867284297946,False,16,12,0.22330097087378642,False
Podjetji Adaptable in Carter's Trading Co.,"Wyles prejšnje filmske reference vključujejo White Oleander, Enough in Donnie Darko.",podjetji adaptable in carter's trading co.,"wyles prejšnje filmske reference vključujejo white oleander, enough in donnie darko.",-0.06406800448894501,0.14726915955543518,0.0625,0.5454545454545454,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.08704130830881479,False,6,11,0.22619047619047616,False
"Wylejeve filmske reference vključujejo tudi ""White Oleander,"" ""Enough"" in ""Donnie Darko.","Dolgoročni načrt ministrstva za finance je, da omogoči maloprodajnim kupcem vseh vrednostnih papirjev ministrstva za finance upravljanje svojih naložb na spletu v enem računu.","wylejeve filmske reference vključujejo tudi ""white oleander,"" ""enough"" in ""donnie darko.","dolgoročni načrt ministrstva za finance je, da omogoči maloprodajnim kupcem vseh vrednostnih papirjev ministrstva za finance upravljanje svojih naložb na spletu v enem računu.",0.18168064951896667,0.006448900327086449,0.0,0.4583333333333333,0.0,0.0,0.0,0.0,0.12044026323904596,False,11,24,0.19428571428571428,False
"Ministrstvo za finance želi omogočiti maloprodajnim kupcem vseh vrednostnih papirjev ministrstva za finance, da bodo lahko na koncu upravljali svoje naložbe na spletu v enem računu.","Uradniki Bele hiše pravijo, da ima Iran še eno zadnjo priložnost, da se ukloni zahtevam za pregled IAEA.","ministrstvo za finance želi omogočiti maloprodajnim kupcem vseh vrednostnih papirjev ministrstva za finance, da bodo lahko na koncu upravljali svoje naložbe na spletu v enem računu.","uradniki bele hiše pravijo, da ima iran še eno zadnjo priložnost, da se ukloni zahtevam za pregled iaea.",0.41086819767951965,0.10574492067098618,0.05128205128205128,0.6923076923076923,0.03968253968253969,0.03968253968253969,0.03968253968253969,0.0,0.2743979836003321,False,26,18,0.2541436464088398,False
"Govorec Bele hiše je dodal, da ima Iran ""še eno zadnjo priložnost"", da se ukloni svojim obveznostim razorožitve.","Potem ko so ga pripeljali v izvršilno dvorano in ga privezali na nosila, je Swisher dvignil glavo in se zdel, da se nasmehne, ko mu je duhovni svetovalec govoril.","govorec bele hiše je dodal, da ima iran ""še eno zadnjo priložnost"", da se ukloni svojim obveznostim razorožitve.","potem ko so ga pripeljali v izvršilno dvorano in ga privezali na nosila, je swisher dvignil glavo in se zdel, da se nasmehne, ko mu je duhovni svetovalec govoril.",0.2453315556049347,0.28033170104026794,0.07894736842105263,0.6206896551724138,0.13379872018615474,0.13379872018615474,0.13379872018615474,0.0,0.2655757069320165,False,18,29,0.2716049382716049,False
"Potem ko so ga pripeljali v izvršilno dvorano in ga privezali na nosila, je Swisher dvignil glavo in se zdel, da se nasmehne, ko mu je zaporniški duhovnik govoril v uho.","Parrado je ostal na krovu obalne straže v sredo, medtem ko uradniki za priseljevanje poskušajo ugotoviti njegov status, je sporočila obalna straža.","potem ko so ga pripeljali v izvršilno dvorano in ga privezali na nosila, je swisher dvignil glavo in se zdel, da se nasmehne, ko mu je zaporniški duhovnik govoril v uho.","parrado je ostal na krovu obalne straže v sredo, medtem ko uradniki za priseljevanje poskušajo ugotoviti njegov status, je sporočila obalna straža.",0.43249747157096863,0.28241652250289917,0.09523809523809523,0.7096774193548387,0.08305647840531562,0.08305647840531562,0.08305647840531562,0.0,0.34652114467908224,False,31,22,0.2248520710059172,False
"Parrado je ostal na krovu obalne straže v sredo, medtem ko so uradniki določali njegov status in takojšnjo prihodnost, je sporočila obalna straža.","Pred mesecem dni je ministrstvo za trgovino ocenilo, da se je BDP v tretjem četrtletju povečal za 7,2 odstotka.","parrado je ostal na krovu obalne straže v sredo, medtem ko so uradniki določali njegov status in takojšnjo prihodnost, je sporočila obalna straža.","pred mesecem dni je ministrstvo za trgovino ocenilo, da se je bdp v tretjem četrtletju povečal za 7,2 odstotka.",0.37134286761283875,0.11269837617874146,0.05405405405405406,0.8260869565217391,0.0663716814159292,0.0663716814159292,0.0663716814159292,0.0,0.27699792909793025,False,23,19,0.2808219178082192,False
"Roxio, ki ima sedež v Santa Clari v Kaliforniji, bi dobil dostop do glasbenih knjižnic glavnih založb in distribucijskega sistema Pressplay.",Roxio bi dobil dostop do več kot 300.000 skladb iz glasbenih knjižnic glavnih založb in distribucijskega sistema Pressplay.,"roxio, ki ima sedež v santa clari v kaliforniji, bi dobil dostop do glasbenih knjižnic glavnih založb in distribucijskega sistema pressplay.",roxio bi dobil dostop do več kot 300.000 skladb iz glasbenih knjižnic glavnih založb in distribucijskega sistema pressplay.,0.7350749373435974,0.7523450255393982,0.46153846153846156,0.8571428571428571,0.5783682232957595,0.5783682232957595,0.5783682232957595,0.0,0.7094384367969665,False,21,18,0.65,False
"Delnice Boeinga so padle skoraj za 4 odstotke na 27,54 dolarja na newyorški borzi, medtem ko je Lockheed padel za 1,6 odstotka na 49,42 dolarja.","Delnice Boeinga so padle za 95 centov oziroma 3,3 odstotka na 27,67 dolarja ob 15:30 na newyorški borzi.","delnice boeinga so padle skoraj za 4 odstotke na 27,54 dolarja na newyorški borzi, medtem ko je lockheed padel za 1,6 odstotka na 49,42 dolarja.","delnice boeinga so padle za 95 centov oziroma 3,3 odstotka na 27,67 dolarja ob 15:30 na newyorški borzi.",0.6166210770606995,0.8006165027618408,0.3,0.72,0.3409465020576132,0.3409465020576132,0.3409465020576132,0.0,0.6229280318585935,False,25,18,0.36111111111111116,False
