category;subcategory;sentence;paraphrase;source
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Katere spletne strani uporabljate vsak dan?;Katere spletne strani je vredno obiskovati vsak dan?;quora
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Kateri so nekateri indie bendi, vredni poslušanja?;Kateri bendi me lahko prepričajo, da jo poskusim?;quora
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Koliko vprašanj ste postavili na Quori?;Koliko vprašanj je bilo postavljenih na Quori?;quora
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Kakšne so možnosti, da dobim svoj telefon nazaj, ko mi ga je nekdo ukradel iz žepa med potovanjem z lokalnim vlakom v Mumbaju?;Kakšna je možnost, da dobim nazaj mobilni telefon, izgubljen v mumbajskih lokalnih vlakih?;quora
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Kako postati vojaški pilot?;Kako lahko postanem vojaški pilot?;quora
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Kako se bolje osredotočiti pri študiju?;Kako se lahko dobro osredotočim pri študiju?;quora
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Zakaj nekateri ljudje dobijo svoje najboljše ideje med tuširanjem?;Zakaj najboljše ideje pridejo med tuširanjem?;quora
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Kako določite, koliko krvi lahko darujete?;Koliko krvi se lahko daruje na enkrat?;quora
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Zakaj ljudje gledajo novice?;Zakaj so novice gledane?;quora
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Elektronski vsadek je pomagal Limbaughu povrniti večino svojega sluha.;Sluh je bil delno obnovljen z elektronskim vsadkom za uho.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Obisk ministra Sauda al-Faisala je bil razkrit s strani dveh uradnikov administracije.;Dva uradnika administracije sta razkrila obisk ministra Sauda al-Faisala.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Cena zlata je bila navedena pri 367,90/368,60 dolarja na unčo.;Trgovci so navedli ceno zlata pri 367,90/368,60 dolarja na unčo.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Po sporočilu javnosti, poslanem s strani fundacije Terry Schindler-Schiavo, bo floridski govornik Johnie Byrd predstavil”Terriin zakon”.;Fundacija Terry Schindler-Schiavo je v sporočilu za javnost napovedala, da bo “Terriin zakon” predstavljen s strani floridskega govornika Johnie-a Byrd-a.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Mark Beaumont, novinar pri glasbeni reviji NME, prave, da ne pričakuje navdušenega sprejema za Jacksona.;Za Jacksona se ne pričakuje navdušenega sprejema, pravi Mark Beaumont iz revije NME.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Predstavnik Merrill Lynch je dejal: “Zadovoljni smo z odločitvijo sodnika.”;Odločitev sodnika je bila pozitivno sprejeta s strani predstavnika Merrilla Lyncha.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Drugje v kinematografih je ‘X2’ zaslužil 17,1 miljona dolarjev.;17,1 miljona dolarjev je bilo zasluženih s filmom ‘X2’ v različnih kinematografih.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Potnik Keith Charlton je pohvalil prizadevanja glavnega stevarda.;Prizadevanja glavnega stevarda so bila pohvaljena s strani potnika Keitha Charltona.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Naključno testiranje varnostnih postopkov bi moralo normalno potekati.;Pristojni ograni bi moral normalno izvajati testiranje varnostnih postopkov.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Izgube so se zgodile čez noč v Willow Canyonu, enem o treh območij, ki so bila ogrožena zaradi požara.;Požar je čez noč povzročil izgube v Willow Canyonu, enem od treh ogroženih območij.;microsoft_msr
sintaktično_parafraziranje;aktivno_pasivna_sprememba;Podjetje trdi, da je to največja prodaja Xserveov s strani znamke Apple.;Trdi se, da je to največja prodaja Xserveov, ki jih je izvedla znamka Apple.;microsoft_msr
sintaktično_parafraziranje;nominalizacija;Ali bo zmaga Donalda Trumpa vplivala na Indijo?;Kako bo Donald Trump koristil Indiji?;quora
sintaktično_parafraziranje;nominalizacija;Koliko stanejo zobni vsadki v Indiji?;Kakšna je cena zobnih vsadkov: Indija?;quora
sintaktično_parafraziranje;nominalizacija;Ali so ljubitelji jajc vegetarijanci?;Ali se jajca in mleko štejeta za vegetarijansko ali nevegetarijansko hrano?;quora
sintaktično_parafraziranje;nominalizacija;Kakšna je razlika med amaterskim (ham) radiem in CB radiem?;Kako se razlikujeta HAM Radio in CB Radio?;quora
sintaktično_parafraziranje;nominalizacija;Kaj naj storim, da izboljšam svoj angleščino?;Kateri je najboljši način za hitro izboljšanje mojega govornega angleščino?;quora
sintaktično_parafraziranje;nominalizacija;Na kakšen način bi lahko naučil svoje otroke, kako vrednotiti denar?;Kako bi naučili svoje otroke vrednosti denarja?;quora
sintaktično_parafraziranje;nominalizacija;Kaj povzroča, da se Zemlja vrti okoli svoje osi?;Kaj je vzrok za vrtenje Zemlje okoli svoje osi?;quora
sintaktično_parafraziranje;nominalizacija;Kaj povzroča prezgodnji porod?;Kateri so vzroki za prezgodnji porod?;quora
sintaktično_parafraziranje;nominalizacija;Kakšna je razlika med kitajsko poročno slovesnostjo in zahodno poročno slovesnostjo?;Kaj je razlika med kitajskim in zahodnim slogom poroke?;quora
sintaktično_parafraziranje;nominalizacija;Kaj pomeni profesionalnost?;"Kaj pomeni biti ""profesionalen""?";quora
sintaktično_parafraziranje;nominalizacija;Kako naj bom tekoče govoreč v angleščini?;Kako govoriti tekoče angleško?;quora
sintaktično_parafraziranje;nominalizacija;Kako izračunati ekvivalentno upornost vezja?;Kakšen je izračun za ekvivalentno upornost vezja?;quora
sintaktično_parafraziranje;nominalizacija;Kako je študirati računalništvo na MIT-u?;Kako je biti študent računalništva na MIT-u?;quora
sintaktično_parafraziranje;nominalizacija;Kako postati boljši pri odločanju?;Kako postati boljši odločevalec?;quora
sintaktično_parafraziranje;nominalizacija;Kako registriram logotip v Ameriki?;Kako poteka registracija logotipa v Ameriki?;quora
sintaktično_parafraziranje;nominalizacija;Kako lahko uravnotežim kemijske enačbe?;Kako poteka uravnoteženje kemijskih enačb?;quora
sintaktično_parafraziranje;nominalizacija;Kako vemo, da je radiokarbonsko datiranje natančno?;Kakšna je natančnost radiokarbonskega datiranja?;quora
sintaktično_parafraziranje;nominalizacija;Mislim, da je to delo arheologa, da prepiše zgodovino.;Mislim, da je to delo arheologov – spremembe v zgodovinskih knjigah.;paranmt_small
sintaktično_parafraziranje;nominalizacija;Najboljši način za zatiranje govoričenja je nastopiti z resnico.;Najboljši način za zatiranje govoric je povedati resnico.;paranmt_small
sintaktično_parafraziranje;nominalizacija;Marsh je slišal njene korake, ko se je premikala proti Joshui.;Marsh je slišal njeno korakanje, ko je hodila k Joshui.;paranmt_small
sintaktično_parafraziranje;nominalizacija;Joan je prikimala, in oba sta se strinjala, da sta Cassijina negotovost in tesnoba posledica njenega zavezanega in predanega dela.;Joan je prikimala, oba pa sta se strinjala, da Cassiejina negotovost in tesnoba izhajata iz odgovornosti in gorečnosti.;paranmt_small
sintaktično_parafraziranje;nominalizacija;Rekel sem, da je moj posvojeni sin.;Rekel sem, da je posvojen.;paranmt_small
sintaktično_parafraziranje;nominalizacija;Zaposleni pripravljajo pravila za boj proti zlorabam trgovanja.;Zaposleni so v fazi priprve pravil za boj proti zlorabljanju trga.;microsoft_msr
sintaktično_parafraziranje;nominalizacija;To poročilo ne poskuša obravnavati kompleksnosti tega vprašanja.;To poročilo ne vključuje obravnave kompleksnosti tega vprašanja.;microsoft_msr
sintaktično_parafraziranje;nominalizacija;Naredili bomo vse, kar je v naši moči, da čim prej vrnemo denar.;Naš cilj je čim prejšnja vrnitev denarja potrošnikom.;microsoft_msr
sintaktično_parafraziranje;nominalizacija;Davkoplačevalci lahko uporabijo interaktivne funkcije za sledenje vračilom in kreditom.;Davkoplačevalci lahko sledijo vračilom in kreditom prek interaktivnih funkcij.;microsoft_msr
sintaktično_parafraziranje;nominalizacija;Delnice Microsofta so padle za 1 cent.;Prišlo je do padca delnic Microsofta za 1 cent.;microsoft_msr
sintaktično_parafraziranje;nominalizacija;95 odstotkov teh infomacij bi lahko bilo deklasificiranih.;Po njegovem mnenju bi bila mogoča deklasifikacija 95 odstotkov teh informacij.;microsoft_msr
sintaktično_parafraziranje;nominalizacija;Enako roverji bodo delovali kot robtski geologi, ki iščejo dokaze o pretekli vodi.;Enaki roverji bodo delovali kot robotski geologi, katerih naloga bo iskanje dokazov o pretekli vodi.;microsoft_msr
sintaktično_parafraziranje;nominalizacija;Tisti brez interneta se lahko prijavijo po telefonu.;Tisti brez interneta lahko opravijo prijavo po telefonu.;microsoft_msr
sintaktično_parafraziranje;nominalizacija;Costina v polfinalu čaka še Juan C. Ferrero, ki ga je premagal v lanskem finalu.;Costina v polfinalu čaka še Juan C. Ferrero, zmagovalec lanskega finalnega obračuna med njima.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Katero lesno lepilo bi bilo najboljše za popravilo kriketovega kija?;Katero lepilo je najboljše za popravilo kriketovega kija?;quora
semantično_parafraziranje;sprememba_modalnosti;Ali so agenti Tajne službe, ki varujejo politike, izbrani za dolžnost glede na svojo politično pripadnost?;Ali lahko politična prepričanja agenta Tajne službe vplivajo na njegovo dolžnost?;quora
semantično_parafraziranje;sprememba_modalnosti;Kateri je najboljši način za pošiljanje faksa iz Avstralije v Združene države?;Kako lahko pošljem faks iz Avstralije v Združene države?;quora
semantično_parafraziranje;sprememba_modalnosti;Kaj moramo storiti, da postanemo najboljši razvijalec programske opreme?;Kaj je treba storiti, da postanemo dober razvijalec programske opreme?;quora
semantično_parafraziranje;sprememba_modalnosti;Kako lahko vidim zaseben Instagram račun?;Ali lahko vidim zaseben Instagram račun?;quora
semantično_parafraziranje;sprememba_modalnosti;Ali je tretja svetovna vojna neizogibna?;Prihaja tretja svetovna vojna?;quora
semantično_parafraziranje;sprememba_modalnosti;Kakšne so razlike med ljubezensko in dogovorjeno poroko?;Katera je boljša: dogovorjena poroka ali ljubezenska poroka?;quora
semantično_parafraziranje;sprememba_modalnosti;Zakaj ni ničesar, kar bi potovalo hitreje od hitrosti svetlobe?;Kako vemo, da nič ne more potovali hitreje od hitrosti svetlobe?;quora
semantično_parafraziranje;sprememba_modalnosti;Ali se lahko učim med spanjem?;Kako se lahko učim učinkovito med spanjem?;quora
semantično_parafraziranje;sprememba_modalnosti;Kako je mogoče potovanje v času?;Ali menite, da je potovanje v času mogoče?;quora
semantično_parafraziranje;sprememba_modalnosti;Ali je mogoče ustvariti brezplačno energijo?;Kako ustvarimo brezplačno energijo?;quora
semantično_parafraziranje;sprememba_modalnosti;Kako se svetloba upogiba z gravitacijo?;Če gravitacija upogiba svetlobo, ali lahko svetloba upogne gravitacijo?;quora
semantično_parafraziranje;sprememba_modalnosti;Ali so vsi inteligentni ljudje introvertirani?;Ali so inteligentni ljudje bolj nagnjeni k introvertnosti?;quora
semantično_parafraziranje;sprememba_modalnosti;Verjetno bi ga lahko ponovno umerili.;Lahko ga ponovno umerijo.;paranmt_small
semantično_parafraziranje;sprememba_modalnosti;Nikoli mu nisi verjel, ko ti je povedal resnico.;Nisi mu verjel, čeprav ti je povedal resnico.;paranmt_small
semantično_parafraziranje;sprememba_modalnosti;Povej jim, naj odstranijo urok, potem se bom lahko boril.;Povej jim, naj prekinejo urok, potem se bom lahko branil.;paranmt_small
semantično_parafraziranje;sprememba_modalnosti;Pravzaprav obstaja pomanjkanje razumevanja na tej strani mize.;Pravzaprav obstaja znatno pomanjkanje razumevanja na tej strani mize.;paranmt_small
semantično_parafraziranje;sprememba_modalnosti;Pitje kofeinske kave lahko bistveno zmanjša tveganje za diabetes tipa 2, najpogostejšo obliko bolezni.;Študija je ugotovila, da pitje več kave lahko zmanjša tveganje za razvoj najpogostejše oblike sladkorne bolezni.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Podjetje je sporočilo, da bo objekt zaposloval 1.000 ljudi, ko bo v celoti zgrajen.;Ko bo objekt v celoti delujoč, naj bi zaposloval do 1.000 ljudi.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Konča se nocoj, je z zaskrbljenim glasom napovedal Keanu Reeves v napovedniku za film The Matrix Revolutions.;Konča se nocoj, je zamišljeno povedan Keanu Reeves v napovedniku za film The Matrix Revolution.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Osebe, ki trpijo za to motnjo, absorbirajo prekomerne količine železa, kar privede do poškodb možganov.;Osebe, ki trpijo za to motnjo, lahko absorbirajo prekomerne količine železa, kar bi lahko privedlo do poškodb možganov.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Počasi premikajoča se tropska nevihta je v petek že prepojila namočeno Florido, kar bo še dodatno preizkusilo že napolnjena jezera in reke.;Približajoča se tropska nevihta je v petek prelila Florido, kar bi lahko še dodatno obremenilo napolnjena jezera in reke.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Ko sem nazadnje govoril z njim, sem mislil, da je to že končno.;Ko sem nekaj časa nazaj govoril z njim, sem slutil, da je to že končno.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Sodnik okrožnega sodišča ZDA, skupina Aviation Trail in drugi so sprejeli odločitev, da zaščitjo in polepšajo to, kar je ostalo.;Sodnik okrožnega sodišča ZDA, skupina Aviation Trail in drugi so sprejeli odločitev, za katero menijo, da bi lahko zaščitila in polepšala to, kar je ostalo.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Ne želim biti prisoten na pričanjem, je povedal sodniku.;Nikakor noče biti prisoten na pričanju, je povedal sodniku.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Najnovejši napad je sledil le dva dni po tem.;Naslednji napad je domnevno sledil dva dni po tem.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Vedno sem se trudil biti iskren, je zatrdil in presenetil javnost.;Želel sem biti iskren, je povedal in presenetil javnost.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Prijatelji so se poslovili po dvournem finalu.;Kolegi so se poslovili po večurnem finalu.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Westfield bo nadaljeval pogovore.;Westfield namerava nadaljevati pogovore.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Spike Lee ne verjame več, da je Viacom namerno trgovalo z njegovim imenom.;Spike Lee ni več prepričan, da je Viacom namerno izkoristil njegovo ime.;microsoft_msr
semantično_parafraziranje;sprememba_modalnosti;Sedem od devet glavnih kandidatov se bo udeležilo foruma.;Večina kandidatov se bo menda udeležila foruma.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Kako nastanejo limfni vozli?;Kaj so limfni vozli?;quora
semantično_parafraziranje;sprememba_fokusa;Kaj so najboljše stvari za nakup na Amazonu?;Kaj je najboljša stvar, ki jo lahko kupim za 2€ na Amazonu?;quora
semantično_parafraziranje;sprememba_fokusa;Kakšne so slabosti uporabe Firebase kot ozadja za mobilno aplikacijo?;Kaj je bolje ustvariti ozadje za mobilno spletno aplikacijo, Stamplay ali Firebase?;quora
semantično_parafraziranje;sprememba_fokusa;Katera so nekatera najbolj napačno slišana besedila pesmi vseh časov?;Katera so vaša najljubša napačno slišana besedila pesmi?;quora
semantično_parafraziranje;sprememba_fokusa;Kje se pojavljajo jedrske reakcije na Soncu?;Zakaj se pojavljajo jedrske reakcije na Soncu?;quora
semantično_parafraziranje;sprememba_fokusa;Kakšne so glavne uporabe računalniškega omrežja?;Kaj je računalniško omrežje?;quora
semantično_parafraziranje;sprememba_fokusa;Zakaj se plazma šteje za četrto stanje snovi?;Ali se plazma šteje za 4. stanje snovi?;quora
semantično_parafraziranje;sprememba_fokusa;Kdaj so ljudje začeli dajati sebi imena?;Kakšna je zgodovina imen?;quora
semantično_parafraziranje;sprememba_fokusa;Kdo je bil Koundinya Rishi?;Zakaj je Koundinya Rishi tako pomemben?;quora
semantično_parafraziranje;sprememba_fokusa;Kaj povzroči, da se nekdo zaljubi v vas?;Ali lahko nekoga prepričate, da se zaljubi v vas?;quora
semantično_parafraziranje;sprememba_fokusa;Kolikšen odstotek populacije ima dve različno obarvani očesi?;Kako deluje heterokromija iridum (dve različno obarvani očesi)?;quora
semantično_parafraziranje;sprememba_fokusa;Na kakšen način si najmanj želite umreti?;Kateri je vaš najmanj zaželeni vzrok smrti?;quora
semantično_parafraziranje;sprememba_fokusa;Kako postaviti vprašanje na Quori, da ne bo označeno kot potrebno izboljšanje?;Zakaj Quora vedno označuje vsa moja vprašanja kot potrebna izboljšanja?;quora
semantično_parafraziranje;sprememba_fokusa;Ali bi lahko magnete uporabili za čiščenje vesoljskih odpadkov?;Kako bi lahko očistili vesoljske odpadke v zemeljski orbiti?;quora
semantično_parafraziranje;sprememba_fokusa;Ali ljudje aktivno nadzorujejo svoja čustva?;Kako pridobiti čustveno inteligenco in nadzorovati svoja čustva?;quora
semantično_parafraziranje;sprememba_fokusa;Ali so alergije na hrano pogostejše v ZDA?;Zakaj so alergije na hrano tako pogoste v ZDA?;quora
semantično_parafraziranje;sprememba_fokusa;Ples je bila edina telesna dejavnost, povezana z manjšim tveganjem za demenco.;Z izjemo plesa, telesna dejavnost ni zmanjšala tveganja.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Trenutno ne moremo storiti ničesar, je dejal Stegman.;Ničesar ne moremo storiti, da bi ustavili pretok vode, je dejal Stegman.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Zelo veseli so, ko se šalijo o napaki, kot je ta, je dejal Sosa.;Šaljenje o napaki, kot je ta, to ni nekaj, kar počnejo dobri ljudje.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Gre samo za vprašanje časa, je dejal Frank McDonald z Univerze v Marylandu.;Vendar znanstveniki pod vodstvom fizika Franka McDonalda z Univerze v Marylandu tega ne soglašajo.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Lani je naredil svoj prvi korak v javno politiko, ko je uspešno vodil kampanijo.;Uspešna kampanija za financiranje programov po pouku je pomenila njegov preboj v svet javne politike.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Delnice EDS so v četrtek zaprle pri 18,51 dolarja, kar je pridobitev 6 centov na New York Stock Exchange.;Na borzi v New Yorku so delnice beležile skromen dvig, med njimi tudi EDS, ki je pridobil 6 centov.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;V mešanici starodavnih poganskih in sodobnih krščanskih obredov so vaščani izvedli serijo ceremonij v upanju, da bodo izbrisali nesreče, ki verjamejo, da so jih držale revne.;Vaščani, prepričani, da so jih nesreče pahnile v revščino, so se zatekli k obredom, ki združujejo poganske in krščanske elemente.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Indeks Russell 2000, ki spremlja delnice manjših podjetij, je padel za 1,40 ali 0,3 odstotka na 408,83.;Padec indeksa Russell 2000, ključnega pokazatelja gibanja malih podjetij, kaže na negotovost v tem segmentu trga.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;"Najboljše, da so podporniki Davydenka naivno ignorirali teniško etiketo; v najslabšem primeru so goljufali - a niso bili kaznovani s strani sodnika Larsa Grafa. ";Čeprav je bilo vedenje podpornikov Davydenka sporno, sodnik Lars Graf ni posegel z nobenimi sankcijami, kot bi bilo pričakovati od njega.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Japonski minister za finance Masajuro Shiokawa je dejal, da se je jen preveč okrepil, vendar ni želel komentirati, ali je Japonska posredovala na trgu, da bi ustavila rast jena.;Čeprav se je jen znatno okrepil, ostaja nejasno, ali je japonska vlada ukrepala, saj minister Shiokawa ni podal komentarja o morebitni intervenciji.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Ameriški anglikanski svet, ki predstavlja konzervativne episkopalce, je dejal, da bo zaprosil za pooblastilo za ustvarjanje ločene province v Severni Ameriki zaradi dogodkov prejšnjega tedna.;Zaradi burnih dogodkov v preteklem tednu naj bi konservativni episkopalci želeli ustanoviti novo versko provinco v Severni Ameriki.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Po treh mesecih so imeli udeleženci diete Atkins povprečno izgubo teže 14,7 kilogramov, v primerjavi s 5,8 kilogrami v konvencionalni skupini.;Razlika v izgubi teže med skupinama je bila izrazita – Atkinsovi udeleženci so izgubili skoraj trikrat več kot tisti na konvencionalni dieti.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Jordan Green, O'Brienov zasebni odvetnik, je dejal, da nima komentarja.;Na vprašanja novinarjev v zvezi z O'Brienom ni bilo uradnega odziva, saj njegov odvetnik Jordan Green ni želel komentirati.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Guidant je dejal, da bo še naprej pošiljal izdelek in zagotavljal podporo zdravnikom in pacientom do oktobra 2003.;Zdravniki in pacienti bodo še naprej prejemali podporo in izdelke podjetja Guidant vse do oktobra 2003.;microsoft_msr
semantično_parafraziranje;sprememba_fokusa;Drugje na severu je ameriški administrator za Irak.;Na severnem območju, vendar drugje, deluje ameriški administrator za Irak.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Kakšen vpliv bo imela prisotnost prevodnika med dvema točkovnima nabojema na Coulombovo silo med njima?;Kakšen vpliv ima prisotnost dielektrika med dvema točkovnima nabojema na Coulombovo silo med njima?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Koliko stane razvoj aplikacije za Android v Indiji?;Koliko bo stala izdelava aplikacije za Android v Indiji?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Kateri prenosni računalnik je najboljši za nakup v cenovnem razponu 30.000 Rs?;Kateri prenosni računalnik bo najboljši pod Rs 30.000?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Ali lahko fant udari dekle, če ga napada?;Ali lahko fant udari dekle, če ga je ona udarila prva?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Kako stopim v stik z hekerjem?;Kako bom stopil v stik z dobrim hekerjem?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Kaj lahko storim, da izboljšam svojo angleščino?;Kako lahko nadaljujem z izboljševanjem svoje angleščine?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Katero psihološko potrebo ljudi izpolnjuje 'zbiranje'?;Zakaj ljudje zbirajo stvari?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Kako se lahko naučim računalniške varnosti?;Kako naj se učim informacijske varnosti?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Kako plod diha, ko je v maternici?;Kako plod vdihne in izdihne v maternici?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Zakaj me moj pes grize?;Zakaj me je moj pes ugriznil?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Je ekonomija znanost?;Kako je ekonomija postala znanost?;quora
semantično_parafraziranje;časovno_aspektualne_spremembe;Ne, ne, mislil je, da je bila to moja napaka.;Misli, da je bila to moja napaka.;paranmt_small
semantično_parafraziranje;časovno_aspektualne_spremembe;Vsi so morda mislili, da je šla na sprehod.;Vsi so mislili, da gre na sprehod.;paranmt_small
semantično_parafraziranje;časovno_aspektualne_spremembe;Vseeno, nisem bil prepričan, da je Johnny to želel.;Ampak nisem prepričan, da si Johnny tega želi.;paranmt_small
semantično_parafraziranje;časovno_aspektualne_spremembe;In nazadnje - učinkovita logistika bo prispevala k energetski porabi.;Nazadnje lahko učinkovita logistika pomaga tudi spodbuditi povpraševanje po energiji in boljšemu upravljanju goriva.;paranmt_small
semantično_parafraziranje;časovno_aspektualne_spremembe;Ampak zakaj je čarovnik tako vztrajen?;Ampak zakaj je čarovnik vztrajal?;paranmt_small
semantično_parafraziranje;časovno_aspektualne_spremembe;Pravkar je prispelo sporočilo od hierarha, vaša veličanstvo.;Pravkar prihaja sporočilo od hierarha, vaše veličanstvo.;paranmt_small
semantično_parafraziranje;časovno_aspektualne_spremembe;Nizozemec potrebuje živo srce ali ne bo kapitana, in če ni kapitana, ni nikogar, ki bi imel ključ.;Nizozemec je rabil živo srce, kar je odločalo o tem, ali bo prisoten kapitan s ključem ali ne.;paranmt_small
semantično_parafraziranje;časovno_aspektualne_spremembe;Skupaj s Karen je Kristoffer imel osem otrok.;Skupaj imata Karen in Kristoffer osem otrok.;paws
semantično_parafraziranje;časovno_aspektualne_spremembe;Nikoli si nisem mislil, da bom to rekel, a skoraj sem pogrešal Vina Diesla na začetku.;Nikoli si nisem mislil, da bom napisal te besede, ampak gremo: Pogrešam Vina Diesla.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Vendar gospodarstvo ni pokazalo znakov trajnostne rasti.;Kljub temu gospodarstvo še ne kaže trajnostne rasti.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Že zdaj Kitajine poteze pošiljajo valove skozi regijo.;Že zdaj so posledice Kitajinih potez poslale valove skozi regijo.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Prairie psi, prodani kot eksotični ljubljenčki, naj bi bili okuženi v trgovini z živalmi v Illinoisu s gambijskim velikanskim podganjem uvoženim iz Afrike.;Prairie pse, ki se danes prodajajo kot eksotični ljubljenčki, domnevno okužuje gambijski velikanski podganej, ki ga uvažajo iz Afrike.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Pisanje varnih programov, ki prikažejo vektor okužbe, je zadostno brez vključevanja reprodukcijskih zaporedij.;Napisani varni programi, ki so prikazali vektor okužbe, so že zadostovali za dokaz ranljivosti, tudi brez reprodukcijskih zaporedij.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Po dogovoru bo SSE prodal energetske vire v Turčiji in Pakistanu podjetju International Power Plc za 21 milijonov funtov.;SSE je po dogovoru že prodal energetske vire v Turčiji in Pakistanu podjetju International Power Plc za 21 milijonov funtov.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Z vojsko je zapustil Sirijo, kjer je prejel versko usposabljanje.;Z vojsko zapušča Sirijo, kjer trenutno prejema versko usposabljanje.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Preiskovalci so v četrtek zvečer odkrili 4-palični košček kosti, vendar so oblasti dejale, da gre a kost živali.;Preiskovalci v četrtek zvečer najdejo 4-palični košček kosti, a oblasti navajajo, da gre za kost živali.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Sodni postopek, ki bi lahko trajal do začetka leta 2004, naj bi v petek slišal prvo od 125 prič.;Sodni postopek trenutno poteka in bo v petek slišal prvo od 125 prič.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Vendar pa so se cene zniževale za manj kot 30 odstotkov, v primerjavi z letom prej, v zadnjih dveh četrtletjih, je dejal analitik IDC John McArthur.;Po besedah analitika Johna McArthurja se cene v zadnjih dveh četrtletjih znižujejo za manj kot 30 odstotkov v primerjavi z lanskim letom.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;Produkti, povezani s PC, so bili najmočnejši produkt julija, pri čemer so bili mikroprocesorji višji za 5,6 % in DRAM-i za 8,2 % v primerjavi z junijem, je dejala industrijska skupina.;Po podatkih industrijske skupine so produkti, povezani s PC, tudi ta mesec najmočnejši sektor, mikroprocesorji se še naprej dvigujejo za 5,6 %, DRAM-i pa za 8,2 %.;microsoft_msr
semantično_parafraziranje;časovno_aspektualne_spremembe;"Sodnik Philpot je rekel Dici: ""Ni dokazov o tvojem obžalovanju.""";Sodnik Philpot je požugal Dici, da ni bilo dokazov njegovem o obžalovanju.;microsoft_msr
